name,good,good_tfidf,normal,normal_tfidf,bad,bad_tfidf
兄弟大飯店 (Brother Hotel)_服務,"['服務', '飯店', '親切', '人員', '交通', '房間', '態度', '實用', '平易', '推薦', '乾淨', '員工', '便利', '餐廳', '用品', '舒適', '值得', '感覺', '設施', '優良']","[0.49424543 0.31765319 0.2417048  0.23610822 0.18475185 0.16029267
 0.14355622 0.11816998 0.11362057 0.10366175 0.10279837 0.10042871
 0.09945306 0.09391536 0.09293776 0.09237593 0.08887306 0.08708421
 0.08647574 0.08574691]","['服務', '飯店', '親切', '人員', '舒適', '房間', '交通', '兄弟', '地點', '態度', '乾淨', '便利', '捷運站', '餐廳', '選擇', '相當', '巨蛋', '出口', '待客', '員工']","[0.53706557 0.35405422 0.21496251 0.20706225 0.19434246 0.19059755
 0.17317528 0.1718003  0.14637339 0.12433536 0.12146404 0.11412209
 0.10291073 0.09600783 0.07877408 0.07596393 0.07494119 0.07445117
 0.06718035 0.06714993]","['拿來', '休息室', '首選', '員工', '服務', '飯店', '大聲', '對面', '地利', '蠻多', '優質', '老字號', '平實', '領班', '不五時', '無線電', '走去', '走來', '客房', '屁股']","[0.29258428 0.27466475 0.27466475 0.25984886 0.24011264 0.20009387
 0.18097671 0.1776089  0.15892022 0.15892022 0.15892022 0.15892022
 0.14629214 0.14629214 0.14629214 0.14629214 0.14629214 0.13733237
 0.1328152  0.13038264]"
板橋凱撒大飯店 (Caesar Park Hotel Banqiao)_服務,"['服務', '飯店', '態度', '人員', '舒適', '乾淨', '超棒', '房間', '環境', '親切', '住宿', '入住', '板橋', '清潔', '我們', '員工', '選擇', '交通', '手機', '謝謝']","[0.48342317 0.30397586 0.26814952 0.25068957 0.16860555 0.16129485
 0.15350382 0.14371758 0.12859847 0.12641491 0.12534478 0.12266289
 0.11238956 0.10789718 0.10645787 0.10129935 0.08188591 0.07986579
 0.07946295 0.07920411]","['服務', '飯店', '人員', '櫃檯', '板橋', '引導', '房間', '泳池', '櫃台', '應該', '過去', '退房', '態度', '我們', '親切', '服務生', '客人', '員工', '交通', '電梯']","[0.3288682  0.27987797 0.24363377 0.15358624 0.14859521 0.14454087
 0.1432779  0.13473886 0.13041948 0.12803504 0.12736732 0.12727276
 0.12075191 0.11834673 0.10655821 0.10209417 0.09984048 0.09782192
 0.09565478 0.09490992]","['服務', '人員', '飯店', '櫃檯', '接聽', '加強', '入住', '總機', '房間', '訓練', '態度', '櫃台', '告知', '素質', '打電話', '聯絡', '廁所', '沒有', '有待', '處理']","[0.28830048 0.27480796 0.23816127 0.20758941 0.18126928 0.1773425
 0.16603651 0.15624105 0.15464896 0.14632581 0.13839308 0.13678706
 0.11845268 0.11126241 0.11126241 0.10876157 0.10656973 0.10201276
 0.09702205 0.08855529]"
德立莊酒店 (Hotel Midtown Richardson)_服務,"['服務', '態度', '乾淨', '房間', '人員', '自助', '報到', '親切', '適中', '入住', '整潔', '用心', '環境', '櫃檯', '跑跳聲', '報到機', '上網區', '高質感', '贴心', '飯店']","[0.5618999  0.24283914 0.22357712 0.18593173 0.1621623  0.16046592
 0.15902891 0.14602388 0.12936796 0.12207127 0.11993157 0.11981927
 0.11091446 0.10921166 0.1091754  0.1091754  0.1091754  0.1091754
 0.1091754  0.10628721]","['服務', '地點', '人員', '房間', '輕切', '不錯', '飯店', '酒店', '態度', '員工', '完工', '整體', '親切', '入住', '優越', '整潔', '商務', '冷凍', '熱心', '冷藏']","[0.45472927 0.22811167 0.19651029 0.16882567 0.16576773 0.16338795
 0.1625358  0.16012157 0.14609424 0.14202229 0.13586581 0.12500079
 0.11787127 0.11204823 0.10678702 0.10656459 0.09913977 0.09849348
 0.09094168 0.09057721]","['服務', '人員', '櫃檯', '態度', '飯店', '房間', '職員', '入住', '員工', '求助', '不佳', '沒有', '耐心', '房型', '電話', '協助', '麻煩', '櫃臺', '信號', '位員']","[0.34972589 0.32085168 0.29701667 0.2730156  0.20135733 0.19612572
 0.14839986 0.14037828 0.13762612 0.12625555 0.11230577 0.10781044
 0.10658832 0.09843465 0.09239274 0.09237641 0.09076678 0.08643296
 0.08417037 0.08417037]"
OwlStay Flip Flop Hostel Garden_服務,"['服務', '整體', '親切', '人員', '工作', '地點', '友善', '水準', '體驗', '滿意', '舒適', '環境', '早餐', '住宿', '確實', '碰到', '確定', '磁卡', '碗盤', '硬體']","[0.40809672 0.36867487 0.32523301 0.3009812  0.29349997 0.29094727
 0.28528049 0.25711825 0.21525437 0.20270221 0.15981319 0.15439702
 0.1530806  0.1504906  0.         0.         0.         0.
 0.         0.        ]","['藝術館', '當代', '進駐', '親切', '書店', '服務', '員工', '赤峰街', '厭世', '租借', '更為', '超棒', '活力', '駐點', '青旅', '當天', '走出來', '廚房', '青年', '風味']","[0.27616411 0.27616411 0.27616411 0.23532918 0.21280815 0.17292646
 0.16802758 0.14709073 0.14709073 0.13808205 0.13808205 0.13164776
 0.13109438 0.13109438 0.13109438 0.12889888 0.12538504 0.12055785
 0.12055785 0.12055785]","['勞贖', '公共區', '沒辦法', '老鼠', '可愛', '洗澡水', '廚房', '櫃台', '一樓', '外面', '裡面', '反應', '處理', '舒服', '裝潢', '看見', '白牆', '眼睛', '眼看', '眼前']","[0.35101344 0.35101344 0.31284017 0.31284017 0.31284017 0.29921554
 0.27771747 0.26195942 0.19256917 0.18963826 0.18963826 0.18681798
 0.16959127 0.16127954 0.16127954 0.         0.         0.
 0.         0.        ]"
"台北時代寓所 (Hotel Resonance Taipei, Tapestry Collection by Hilton)_服務","['服務', '飯店', '入住', '時代', '親切', '人員', '貼心', '寓所', '回到', '員工', '態度', '台北', '配色', '超級', '安排', '特色', '推薦', '設計', '美好', '值班']","[0.42846255 0.23300903 0.2046443  0.18481117 0.18077483 0.15335366
 0.15197346 0.14599657 0.11914701 0.11266833 0.10736797 0.10438013
 0.10368107 0.10286284 0.10223379 0.10009695 0.09968176 0.09890682
 0.09808969 0.09733105]","['服務', '星巴克', '人員', '飯店', '櫃檯', '態度', '香水味', '設計', '住宿', '親切', '系列', '希爾頓', '房間', '顧客', '員工', '入住', '整體', '早餐', '久些', '台期']","[0.39027428 0.30918706 0.23254113 0.20343368 0.16238045 0.15958257
 0.14165211 0.13799432 0.12731611 0.12070676 0.11560152 0.11560152
 0.11525794 0.11221688 0.10773241 0.0956197  0.09482058 0.09246985
 0.0819595  0.0819595 ]","['飯店', '同步', '清潔費', '髒床單', '酌收', '開眼界', '房人', '兩樣', '反泊', '入住人', '照樣', '敬語', '編號', '人生', '毀損', '訊息', '一流', '莫名', '我們', '耗時']","[0.34928241 0.17338125 0.17338125 0.17338125 0.17338125 0.17338125
 0.17338125 0.17338125 0.17338125 0.17338125 0.17338125 0.17338125
 0.17338125 0.15960407 0.15960407 0.15960407 0.149829   0.149829
 0.14318025 0.14224687]"
台北花園大酒店 (Taipei Garden Hotel)_服務,"['服務', '房間', '態度', '飯店', '乾淨', '整潔', '人員', '西門町', '距離', '位置', '住宿', '之上', '親切', '舒適', '櫃檯', '地點', '設備', '捷運站', '回答', '親愛']","[0.44268703 0.26799985 0.25716162 0.19697291 0.18414942 0.14817256
 0.13356507 0.13216785 0.11844798 0.11225681 0.11130422 0.10441725
 0.09621812 0.09455944 0.08995225 0.08607491 0.08572054 0.08491338
 0.08277699 0.08277699]","['服務', '人員', '舒適', '房間', '態度', '飯店', '親切', '整潔', '乾淨', '員工', '交通', '入住', '我們', '設施棒', '環境', '優良', '續住', '品質', '客房', '智能']","[0.56039159 0.23906727 0.22098171 0.22005767 0.21812679 0.20222912
 0.19554258 0.13258903 0.12153994 0.11780396 0.10633305 0.09294122
 0.08637658 0.0816979  0.07719003 0.07543387 0.07513155 0.07479776
 0.07199375 0.07022707]","['服務', '櫃檯', '態度', '天成', '人員', '飯店', '入住', '集團', '主管', '告知', '不耐煩', '房間', '講話', '客房', '好好', '客戶', '抵達', '貼心', '辦理', '小姐']","[0.35238473 0.23941983 0.20173357 0.18658263 0.17167867 0.16444621
 0.14144552 0.14077425 0.14077425 0.13320006 0.13158472 0.12421627
 0.11813854 0.11695023 0.11542872 0.11542872 0.11290593 0.10832923
 0.10623919 0.10426217]"
福容大飯店 - 福隆 (Fullon Hotel Fulong)_服務,"['飲料', '福隆海水', '舒適', '服務人員', '設想到', '茶水', '準備好', '打招戶', '玩具', '海灘', '付錢', '過癮', '很多樣', '人賓至如歸', '浴場', '平實', '防曬乳', '飯店', '拖鞋', '加強']","[0.17331554 0.17272613 0.15763862 0.15684349 0.15684349 0.15684349
 0.15684349 0.15684349 0.15684349 0.15684349 0.15684349 0.15684349
 0.15684349 0.15684349 0.15684349 0.15684349 0.15684349 0.14594248
 0.14096086 0.13683374]","['服務', '積極', '福隆', '飯店', '房間', '維護', '設施', '送去', '急診站', '看診', '算好', '不佳', '庭院', '差到', '發作', '鲜奶', '渡假感', '沙灘', '套餐式', '蛋捲']","[0.41989594 0.24486175 0.23419768 0.16836478 0.14989733 0.14204381
 0.14164323 0.13737009 0.13737009 0.13737009 0.13737009 0.12939681
 0.12895676 0.12243087 0.12243087 0.12243087 0.12243087 0.11709884
 0.11709884 0.11259066]","['服務', '晚餐', '優越', '態度', '海邊', '一點', '大陽台', '位置', '送到', '變化', '沙灘', '細膩', '早餐券', '海景', '自助餐', '積極', '缺乏', '美味', '多樣', '滿意']","[0.31229396 0.28300014 0.22289249 0.19155254 0.19026967 0.18876811
 0.17861647 0.17487963 0.16957754 0.1621922  0.1621922  0.1621922
 0.15594798 0.15053899 0.15053899 0.15053899 0.14576793 0.14576793
 0.14576793 0.13784172]"
大倉久和大飯店 (The Okura Prestige Taipei Hotel)_服務,"['服務', '親切', '飯店', '人員', '房間', '態度', '好吃', '員工', '乾淨', '舒適', '溫暖', '專業', '早餐', '住宿', '酒店', '入住', '熱情', '游泳池', '一流', '設備']","[0.63377555 0.20862328 0.18981471 0.18290535 0.17476272 0.16955838
 0.13354175 0.12318151 0.12141811 0.11869976 0.11685939 0.10677622
 0.1033629  0.10161408 0.09820037 0.09179071 0.08852741 0.08852741
 0.08703054 0.07825771]","['服務', '房間', '舒適', '人員', '地點', '態度', '飯店', '員工', '乾淨', '親切', '品質', '日式', '位置', '交通', '日系', '酒店', '日本', '設備', '極度', '優質']","[0.71303707 0.25132277 0.21283886 0.18202213 0.15847022 0.14208927
 0.13173342 0.13155138 0.11104636 0.10235713 0.10023176 0.09684373
 0.08951153 0.08905638 0.08822518 0.08342789 0.08117215 0.07590792
 0.07207104 0.06806567]","['服務', '連通房', '流於', '消費者', '硬體', '搜尋', '態度', '飯店', '五星級', '門房', '制式', '訂房', '管理', '便利', '櫃檯', '設施', '提供', '地點', '餐廳', '經驗']","[0.38930142 0.32546761 0.24410071 0.18417092 0.15713766 0.13351141
 0.12567727 0.12293729 0.12139843 0.11852202 0.11476568 0.11476568
 0.11140552 0.1085652  0.1044087  0.1044087  0.09960935 0.09869287
 0.09623114 0.09448269]"
西門日記 - 六福館 (Diary of Ximen Hotel II-Liu Fu Branch)_服務,"['對比', '質疑', '包車', '接送', '柜台', '四樓', '樂於', '場所', '吵鬧', '娛樂', '預約', '餐廳', '看起來', '裝修', '選擇', '供應', '幫助', '走廊', '自行', '小時']","[0.22644624 0.22644624 0.22644624 0.22644624 0.22644624 0.21658418
 0.20824594 0.18895284 0.18895284 0.18379737 0.17476116 0.17212986
 0.17075254 0.17075254 0.16739115 0.16702061 0.16702061 0.16352962
 0.16352962 0.15423398]","['天才', '飲水機', '熱情', '態度', '乾淨', '咖啡', '人員', '服務員', '服務', '一樓', '房間', '小時', '超棒', '環境', '隔音', '設備', '早餐', '不錯', '禁止', '硬改']","[0.53065218 0.27665897 0.26390887 0.25830698 0.23551901 0.23299604
 0.23163122 0.23006639 0.22971424 0.21910937 0.2132129  0.20919753
 0.14573326 0.13711332 0.1336271  0.12074523 0.11974043 0.11110912
 0.         0.        ]","['態度', '不錯', '房間', '人員', '服務', '缺憾', '票數', '驗票', '內部', '日記', '福管', '絲旅', '備用品', '六福館', '幾百', '禁菸房', '上來', '給予', '動作', '感覺']","[0.39471875 0.35717207 0.24304577 0.19194989 0.18386344 0.18253695
 0.18253695 0.18253695 0.17886177 0.16803224 0.16803224 0.16803224
 0.16803224 0.16803224 0.14975847 0.14975847 0.13294502 0.12155297
 0.12155297 0.12054911]"
台北凱撒大飯店 (Caesar Park Hotel)_服務,"['服務', '我們', '員工', '飯店', '協助', '打給', '花束', '位置', '房務', '超佳', '乾乾淨淨', '垃垃', '不用', '溫體', '完整性', '為之', '一點', '人數', '續住', '牛肉湯']","[0.31787638 0.24889492 0.21051952 0.19207712 0.1797434  0.15783722
 0.15783722 0.15763197 0.15699415 0.1452952  0.1452952  0.1452952
 0.14414856 0.13639649 0.13639649 0.13639649 0.13351707 0.12949411
 0.12949411 0.12949411]","['服務', '飯店', '位置', '態度', '超好', '人員', '小失望', '地理', '話說', '腳程', '老舊', '交通', '連接', '地下街', '至如歸', '器材', '硬度', '生日', '周圍', '看起來']","[0.60439915 0.23628602 0.22477555 0.21238415 0.21121826 0.19045091
 0.1745243  0.15306322 0.13694877 0.1316764  0.13165241 0.12424034
 0.12308076 0.11621727 0.11621727 0.11324125 0.11050357 0.11050357
 0.10560913 0.10560913]","['員工', '飯店', '服務', '資訊', '隔天', '沈淪', '自毀', '雙邊', '聯合', '失落', '傳達', '商譽', '保證金', '延伸', '態度', '正確', '鬆散', '特價', '處理', '遊客']","[0.21516366 0.20710562 0.20710562 0.20352133 0.16877108 0.16448916
 0.16448916 0.16448916 0.16448916 0.16448916 0.16448916 0.16448916
 0.16448916 0.16448916 0.15243948 0.15141856 0.15141856 0.15141856
 0.146315   0.14214482]"
Hotel PaPa Whale_服務,"['服務', '人員', '親切', '需求', '員工', '地點', '洗沐', '乾淨', '專業', '盡力', '投宿', '工業', '原因', '超推', '環境', '真心', '超商', '重點', '態度', '第三']","[0.39696082 0.2927682  0.26363187 0.20223651 0.197171   0.18867205
 0.18144318 0.17939852 0.1709118  0.17033056 0.16171095 0.15466821
 0.15466821 0.15466821 0.15018393 0.14355559 0.13493597 0.12789323
 0.12526353 0.12480133]","['態度', '人員', '服務', '房間', '飯店', '工業', '風格', '夜班', '客人', '原本', '主任', '謝謝', '入住', '設計', '櫃檯', '員工', '不佳', '空間', '提供', '路程']","[0.33456439 0.31766126 0.31503229 0.21117937 0.20070499 0.19035228
 0.15178579 0.14886974 0.14464083 0.13311522 0.13267992 0.11711928
 0.11320457 0.10891471 0.10680161 0.10628738 0.10517175 0.10008718
 0.08961409 0.08719715]","['態度', '人員', '服務', '櫃檯', '退房', '對待', '友善', '聊天', '房間', '員工', '人意', '差強', '有待', '查詢', '主管', '真的', '工作', '因為', '註明', '前台']","[0.26156477 0.25969536 0.21321852 0.18108312 0.15897407 0.14112016
 0.13827886 0.12809314 0.12526654 0.11537208 0.11073663 0.11073663
 0.11002379 0.10647339 0.10647339 0.10202663 0.09797806 0.09694851
 0.09660909 0.09660909]"
怡品商旅 (Eastin-Taipei Hotel)_服務,"['服務', '健身房', '整潔讚', '整潔', '女性', '乾淨', '歐舒丹', '人員', '優越', '東區', '住客', '到達', '分鐘', '步行', '安心', '購物', '房間', '生活', '蓮蓬水', '位置']","[0.33420928 0.18581462 0.1843775  0.17578594 0.17504703 0.16991911
 0.16742349 0.1584562  0.15539442 0.13844041 0.12641135 0.12387641
 0.11941815 0.11922565 0.11708089 0.11504079 0.1135515  0.11123692
 0.10668028 0.10654156]","['服務', '商辦', '便利', '房間', '發生', '旅館', '混合', '通訊', '乾淨', '親切', '交通', '平實', '夜晚', '過多', '潔淨', '貼心', '態度', '商旅', '百貨', '書桌']","[0.37167106 0.17563461 0.17404212 0.17248619 0.16616287 0.16384394
 0.15653407 0.14971679 0.14819118 0.14049814 0.13582353 0.13455583
 0.13061624 0.13061624 0.12379896 0.11787921 0.11609258 0.10661635
 0.10287408 0.10287408]","['服務', '櫃台', '態度', '房間', '取向', '冰冷', '照相', '敬謝不敏', '極限', '下單', '補到', '腳步聲', '重視', '詢問', '位址', '方法', '填寫', '人員', '滿足', '沒有']","[0.32181287 0.31355438 0.28198739 0.20257077 0.16805931 0.16805931
 0.16805931 0.16805931 0.1577664  0.1577664  0.1577664  0.1577664
 0.1577664  0.15443584 0.14978259 0.14978259 0.14978259 0.14398561
 0.14325935 0.14030515]"
臺北摩莎精品旅店 (Taipei M Hotel - Main Station)_服務,"['操作', '姊姊', '人員', '服務', '客服', '親切', '告知', '青旅', '我們', '小時', '匆忙', '會議', '置疑', '真棒', '口頭', '無庸', '垃圾桶', '前後', '說明書', '評比']","[0.29017148 0.23578864 0.23348377 0.18467037 0.16141794 0.15768558
 0.15299302 0.14268175 0.13943145 0.13175844 0.11789432 0.11789432
 0.11789432 0.11789432 0.11789432 0.11789432 0.11789432 0.11789432
 0.11789432 0.11789432]","['服務', '小時', '飲料', '供應', '房間', '員工', '人員', '洗衣', '無限', '位置', '空調', '愉快', '禮貌', '早餐', '乾淨', '提供', '感謝', '免費', '乾衣', '助人']","[0.47642258 0.21693568 0.19635142 0.18526695 0.18424965 0.16877506
 0.16013279 0.15974558 0.15048864 0.11812078 0.11781085 0.11099635
 0.10377609 0.10347466 0.10176283 0.10164238 0.09410092 0.09357194
 0.09171347 0.09171347]","['櫃檯', '人房', '維護', '房間', '服務', '打給', '態度', '入住', '旅店', '親切', '小姐', '雙人', '人員', '疫情', '反應', '設備', '設施', '寒流', '火警', '算得上']","[0.27642004 0.21426669 0.20459371 0.19121706 0.16273707 0.1568924
 0.13309126 0.13064374 0.13035455 0.12320826 0.12037497 0.11418583
 0.11326291 0.10713334 0.10554007 0.10465478 0.10365752 0.09914994
 0.09914994 0.09914994]"
富裕自由商旅 - 忠孝館 (RF Hotel)_服務,"['客服', '我們', '服務', '不論', '時候', '人員', '態度', '致電', '體會', '規模', '聯繫', '服務生', '床單', '凌晨', '前台', '衛生', '櫃檯', '週邊', '房間', '睡覺']","[0.40822877 0.31344406 0.26687691 0.24056309 0.22214625 0.19682817
 0.18948312 0.18297648 0.18297648 0.14997037 0.14997037 0.14476871
 0.14018053 0.14018053 0.14018053 0.13607626 0.13255814 0.13236349
 0.12694436 0.12585597]","['服務', '親切', '人員', '粵軒', '態度', '乾淨', '合宜', '交通', '房間', '今早', '出色', '男士', '毛屑', '友善', '謹慎', '整潔', '接待', '廚師', '稱讚', '收據']","[0.45096391 0.25570833 0.22736362 0.200053   0.19720392 0.1798065
 0.17466397 0.16480032 0.11626924 0.11575009 0.11575009 0.11575009
 0.11575009 0.11355708 0.10655238 0.10274657 0.10164591 0.1000265
 0.1000265  0.1000265 ]","['態度', '服務', '熱心', '衛生紙', '地點', '空間', '櫃台', '流氓', '打到', '出差', '欺騙', '還可以', '有點', '房間', '東區', '升等', '櫃檯', '隔音', '客戶', '超差']","[0.31378956 0.30694843 0.27056669 0.25726455 0.24641523 0.21146404
 0.20934998 0.18701282 0.17555909 0.15941595 0.15941595 0.15327862
 0.14097603 0.13524986 0.13181909 0.13181909 0.13034323 0.12910866
 0.12568175 0.12568175]"
國聯大飯店 (United Hotel)_服務,"['服務', '房間', '態度', '親切', '飯店', '老年人', '人員', '地點', '超棒', '乾淨', '舒適', '位置', '熱情', '馬上', '當天', '櫃檯', '員工', '樂意', '體諒', '信賴']","[0.62084223 0.22968847 0.22039959 0.20615863 0.18757227 0.15413542
 0.15262872 0.14754048 0.14431104 0.14028863 0.12156282 0.11545123
 0.08310748 0.08310748 0.08310748 0.0770933  0.0770933  0.07706771
 0.07706771 0.07706771]","['服務', '人員', '飯店', '房間', '親切', '地點', '態度', '交通', '早餐', '舒適', '不錯', '位置', '便利', '我們', '入住', '提升', '國父', '國父紀念館', '乾淨', '櫃台']","[0.58924209 0.30258115 0.23889233 0.21268892 0.21036913 0.20755096
 0.17178145 0.13757368 0.1365099  0.10628248 0.10555816 0.10280578
 0.09854426 0.09620562 0.09410661 0.08628215 0.07911963 0.07343504
 0.07271959 0.07067982]","['服務', '人員', '飯店', '員工', '不錯', '櫃檯', '態度', '地點', '素質', '加強', '位置', '改善', '效率', '房間', '表現', '拒絕', '櫃台', '入住', '嬰兒', '聯繫']","[0.42461262 0.30689127 0.28579696 0.20147919 0.16315715 0.15603611
 0.13022286 0.12782809 0.12684067 0.12602984 0.11888814 0.11537628
 0.10796668 0.10793996 0.10520193 0.10178111 0.10024658 0.0983293
 0.09811163 0.09446833]"
城市商旅站前館 (City Suites - Main station)_服務,"['房間', '旅店', '舒適', '熱心', '推動', '接觸', '代買', '優質', '客氣', '伴手禮', '按摩', '服務', '預約', '美好', '入住', '人員', '乾淨', '安靜', '新穎', '超高']","[0.35854443 0.31966607 0.29518216 0.28352271 0.25840139 0.23029983
 0.23029983 0.21885201 0.2117898  0.20444397 0.19796448 0.18844325
 0.17773519 0.16297744 0.15693206 0.13898145 0.12774475 0.12648826
 0.12484599 0.11872724]","['硬件', '窗口', '加油', '預訂', '理想', '禮貌', '櫃檯', '可惜', '隔音', '硬改', '碗盤', '碰到', '碎屑', '碰撞', '硬體', '硬適', '硬要', '一三', '硬度', '確定']","[0.51176881 0.51176881 0.44224972 0.31660406 0.2808314  0.1930264
 0.16898845 0.13810098 0.12887196 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]","['一下子', '看見', '真美', '真的', '真棒', '真心', '真實', '看錯', '看過', '看近', '看起來', '看完', '相當', '看出來', '看來', '看似', '看不到', '看不了', '省錢', '相關']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
薆悅酒店野柳渡假館 (Inhouse Hotel Yehliu)_服務,"['服務', '小孩', '流連', '窩心', '友善', '旅途', '當地', '超愛', '生態', '大小朋友', '不亦', '樂乎', '遊樂區', '遊樂', '早餐', '嬰幼兒', '位置', '地理', '前來', '悠閒']","[0.29564298 0.22960155 0.2201963  0.2201963  0.20666957 0.20269911
 0.19028466 0.19028466 0.18065526 0.18065526 0.17278747 0.17278747
 0.17278747 0.17278747 0.16634735 0.16613535 0.16493247 0.16087277
 0.15074362 0.14663066]","['服務', '櫃檯', '人員', '態度', '備註', '公園', '飯店', '親子', '設施', '地質', '員工', '房間', '嬰兒', '服務人員', '餐廳', '海洋', '併床', '遊戲室', '旅遊', '乾淨']","[0.26262389 0.24387635 0.23027436 0.20543508 0.19901255 0.18602131
 0.17855852 0.17066615 0.16273736 0.15921004 0.13868693 0.12717836
 0.12553661 0.12418865 0.12337925 0.11940753 0.09712483 0.09576907
 0.09535049 0.09365575]","['服務', '遊戲室', '態度', '人員', '親子', '職員', '飯店', '無禮', '人房', '棉被', '櫃檯', '房務', '殘障', '店員', '加強', '需求', '品質', '時候', '幼兒', '接受']","[0.25358149 0.25325832 0.24886388 0.24708525 0.15910126 0.1420356
 0.13524346 0.13426774 0.13355056 0.13068077 0.12921766 0.12780376
 0.12359859 0.11602871 0.10871736 0.1085927  0.10707386 0.10675656
 0.10535955 0.10128487]"
趣旅館 - 林森館 (Hotel Fun - Linsen)_服務,"['按摩椅', '一樓', '販賣機', '選擇', '服務', '飲料', '撞球桌', '煮蛋', '變成', '門外', '男友', '巴士站', '便宜', '價性', '泡麵', '寶雅', '配合', '免費', '交誼', '優惠價']","[0.38097305 0.32505248 0.21842368 0.15311588 0.15065629 0.14594667
 0.14545034 0.14545034 0.13808979 0.13808979 0.13808979 0.13808979
 0.1342248  0.13207579 0.13207579 0.12699102 0.12699102 0.1242748
 0.12258639 0.11870123]","['服務', '冷飲', '早餐', '人員', '櫃臺', '茶包', '提供', '周道', '愛理不理', '縮水', '生菜', '舒適', '食肆多', '小食店', '疑問', '包含', '紅豆湯', '地人', '暑假', '付住']","[0.39100886 0.22801629 0.21949478 0.21230023 0.16136143 0.15824821
 0.15400575 0.13896175 0.13896175 0.1279196  0.1279196  0.12335061
 0.12008508 0.12008508 0.12008508 0.12008508 0.12008508 0.11400814
 0.11400814 0.11400814]","['服務', '平價', '態度', '按摩椅', '剛剛', '工讀生', '捨不得', '想法', '提高', '抽屜', '沒有', '飯店', '進房', '討論', '無法', '空間', '訂單', '公司', '專業度', '開啟']","[0.39662539 0.26662434 0.20852496 0.19444269 0.19444269 0.19444269
 0.19444269 0.17656316 0.17656316 0.17656316 0.17292219 0.16998231
 0.16976568 0.16976568 0.16613455 0.15613979 0.15403761 0.15403761
 0.15403761 0.14983478]"
